google_name,google_latitude,google_longitude,google_maps_url,google_address,google_place_id,google_cid
Trạm Thu phí Cầu Đình Bình Thủy,10.516136,105.321055,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+%C4%90%C3%ACnh+B%C3%ACnh+Th%E1%BB%A7y/data=!4m7!3m6!1s0x310a15003233318d:0xfa3ae84bbbcfaac4!8m2!3d10.5161365!4d105.3210549!16s%2Fg%2F11y59zhw_w!19sChIJjTEzMgAVCjERxKrPu0voOvo?authuser=0&hl=vi&rclk=1,"G88C+FH7 Trạm Thu phí Cầu Đình Bình Thủy, Bình Mỹ, An Giang, Việt Nam",ChIJjTEzMgAVCjERxKrPu0voOvo,18030979470102342340
Trạm Thu phí Cầu Cái Vừng,10.743632,105.298343,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+C%C3%A1i+V%E1%BB%ABng/data=!4m7!3m6!1s0x310a3bf58ce0b84f:0x836d9f7d6ac725d5!8m2!3d10.7436316!4d105.298343!16s%2Fg%2F11shq2k34p!19sChIJT7jgjPU7CjER1SXHan2fbYM?authuser=0&hl=vi&rclk=1,"P7VX+F84 Trạm Thu phí Cầu Cái Vừng, Long Phú Thuận, Đồng Tháp, Việt Nam",ChIJT7jgjPU7CjER1SXHan2fbYM,9470400952441185749
Trạm Thu phí Cầu Cổ Chiên,10.019947,106.297438,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+phi%CC%81+C%E1%BA%A7u+C%E1%BB%95+Chi%C3%AAn/data=!4m7!3m6!1s0x31a011d2e7cc7445:0x5736ca957fd86d!8m2!3d10.0199467!4d106.2974383!16s%2Fg%2F11c5gdl6p7!19sChIJRXTM59IRoDERbdh_lco2VwA?authuser=0&hl=vi&rclk=1,"QL60, Nhị Long, Vĩnh Long, Việt Nam",ChIJRXTM59IRoDERbdh_lco2VwA,24548566693304429
Trạm Thu phí Cầu Mỹ Lợi,10.462812,106.644148,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+M%E1%BB%B9+L%E1%BB%A3i/data=!4m7!3m6!1s0x3175490032074ceb:0x6e86643a587f772!8m2!3d10.462812!4d106.6441482!16s%2Fg%2F11m5xwk7l6!19sChIJ60wHMgBJdTERcveHpUNm6AY?authuser=0&hl=vi&rclk=1,"FJ7V+4MC Trạm Thu phí Cầu Mỹ Lợi, Sơn Qui, Đồng Tháp, Việt Nam",ChIJ60wHMgBJdTERcveHpUNm6AY,497760199550433138
Điểm Thu Phí Bến Hải,10.384581,107.064495,https://www.google.com/maps/place/%C4%90i%E1%BB%83m+Thu+Ph%C3%AD+B%E1%BA%BFn+H%E1%BA%A3i/data=!4m7!3m6!1s0x31756e51eda80587:0xd5db3a4d64858a8!8m2!3d10.3845814!4d107.0644948!16s%2Fg%2F11b67yhvds!19sChIJhwWo7VFudTERqFhI1qSzXQ0?authuser=0&hl=vi&rclk=1,"141 Trần Phú, Vũng Tàu, Hồ Chí Minh, Việt Nam",ChIJhwWo7VFudTERqFhI1qSzXQ0,963123415878228136
Trạm thu phí số 3 - QL 51,10.501140,107.096532,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD/data=!4m7!3m6!1s0x31756d541e32351f:0x8f7cc2cea4934654!8m2!3d10.5011403!4d107.0965323!16s%2Fg%2F12hp1kxvj!19sChIJHzUyHlRtdTERVEaTpM7CfI8?authuser=0&hl=vi&rclk=1,"QL51, làng Cát, Tân Hải, Hồ Chí Minh, Việt Nam",ChIJHzUyHlRtdTERVEaTpM7CfI8,10339353037315982932
Trạm thu phí Định Quán,11.232361,107.383428,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+%C4%90%E1%BB%8Bnh+Qu%C3%A1n/data=!4m7!3m6!1s0x3174612b2015bdff:0x41fc6b53f03363fe!8m2!3d11.2323615!4d107.3834279!16s%2Fg%2F12hq826dv!19sChIJ_70VICthdDER_mMz8FNr_EE?authuser=0&hl=vi&rclk=1,"QL20, Phú Vinh, Đồng Nai, Việt Nam",ChIJ_70VICthdDER_mMz8FNr_EE,4754793314852758526
Trạm thu phí Đèo Bảo Lộc,11.476849,107.737663,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+%C4%90%C3%A8o+B%E1%BA%A3o+L%E1%BB%99c/data=!4m7!3m6!1s0x31740a49a2b83e4f:0x67c0960487705c8a!8m2!3d11.4768493!4d107.7376628!16s%2Fg%2F12hlkbgmy!19sChIJTz64okkKdDERilxwhwSWwGc?authuser=0&hl=vi&rclk=1,"T.Lâm Đồng, QL20, 3 Bảo Lộc, Lâm Đồng, Việt Nam",ChIJTz64okkKdDERilxwhwSWwGc,7476140327631346826
Trạm Thu phí Liên Đầm,11.566498,107.998757,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Li%C3%AAn+%C4%90%E1%BA%A7m/data=!4m7!3m6!1s0x3173fe8a14074911:0xbce55b02c8db83c3!8m2!3d11.5664985!4d107.9987574!16s%2Fg%2F11cs0sdl_d!19sChIJEUkHFIr-czERw4PbyAJb5bw?authuser=0&hl=vi&rclk=1,"QL20, Di Linh, Lâm Đồng, Việt Nam",ChIJEUkHFIr-czERw4PbyAJb5bw,13611385516315083715
Trạm Thu phí Sân bay Liên Khương,11.746721,108.370191,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%A2n+bay+Li%C3%AAn+Kh%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x317141004338becf:0xf3a0a3e2eb5c6978!8m2!3d11.746721!4d108.3701906!16s%2Fg%2F11x0r0nrsf!19sChIJz744QwBBcTEReGlc6-KjoPM?authuser=0&hl=vi&rclk=1,"P9WC+M3P Trạm Thu phí Sân bay Liên Khương, Đức Trọng, Lâm Đồng, Việt Nam",ChIJz744QwBBcTEReGlc6-KjoPM,17555211542496831864
Trạm Thu phí Định An,11.859578,108.457887,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%E1%BB%8Bnh+An/data=!4m7!3m6!1s0x3171152517aff5fb:0x3e3680188227dae6!8m2!3d11.859578!4d108.4578873!16s%2Fg%2F11h4tp2lx8!19sChIJ-_WvFyUVcTER5tonghiANj4?authuser=0&hl=vi&rclk=1,"VF55+R5J Trạm Thu phí Định An, CT27, Hiệp Thạnh, Lâm Đồng, Việt Nam",ChIJ-_WvFyUVcTER5tonghiANj4,4482911321845127910
Trạm Thu phí Sân bay Buôn Ma Thuột,12.664256,108.114946,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%A2n+bay+Bu%C3%B4n+Ma+Thu%E1%BB%99t/data=!4m7!3m6!1s0x3171f70054fa90ed:0xa83d2cf3eea6fb32!8m2!3d12.6642561!4d108.1149458!16s%2Fg%2F11x34bkxgh!19sChIJ7ZD6VAD3cTERMvum7vMsPag?authuser=0&hl=vi&rclk=1,"Trạm thu phí, Đ. Đam San, Tân Lập, Đắk Lắk, Việt Nam",ChIJ7ZD6VAD3cTERMvum7vMsPag,12122895198143839026
Trạm Thu Phí BOT Quang Đức QL14,12.830902,108.248057,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+BOT+Quang+%C4%90%E1%BB%A9c+QL14/data=!4m7!3m6!1s0x3171e32fde3eb5b3:0x926cb7a676602836!8m2!3d12.8309017!4d108.248057!16s%2Fg%2F11bxd87hkj!19sChIJs7U-3i_jcTERNihgdqa3bJI?authuser=0&hl=vi&rclk=1,"R6JX+967 Trạm Thu Phí BOT Quang Đức QL14, Hùng Vương, Cư Bao, Đắk Lắk, Việt Nam",ChIJs7U-3i_jcTERNihgdqa3bJI,10551009952600696886
Trạm Thu phí Ea Đar,12.812957,108.511572,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ea+%C4%90ar/data=!4m7!3m6!1s0x3171df0024e23181:0xedbf03015eb4f5c!8m2!3d12.8129567!4d108.511572!16s%2Fg%2F11lmhftr8f!19sChIJgTHiJADfcTERXE_rFTDw2w4?authuser=0&hl=vi&rclk=1,"RG76+5JP Trạm Thu phí Ea Đar, Ea Đar, Ea Kar, Đắk Lắk, Việt Nam",ChIJgTHiJADfcTERXE_rFTDw2w4,1070713425747464028
Trạm thu phí đường bộ BOT501,12.812761,108.511742,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+%C4%91%C6%B0%E1%BB%9Dng+b%E1%BB%99+BOT501/data=!4m7!3m6!1s0x3171ded013e1404b:0x9983fa5da6176712!8m2!3d12.8127612!4d108.5117422!16s%2Fg%2F11ggw61zfj!19sChIJS0DhE9DecTEREmcXpl36g5k?authuser=0&hl=vi&rclk=1,"QL26, Ea Đar, Ea Kar, Đắk Lắk, Việt Nam",ChIJS0DhE9DecTEREmcXpl36g5k,11061960389877524242
Trạm Thu phí Cầu 110,13.413567,108.092846,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A7u+110/data=!4m7!3m6!1s0x316e779daf93a009:0x6a8e9b9e0eda940f!8m2!3d13.4135667!4d108.0928463!16s%2Fg%2F11c72lsmj3!19sChIJCaCTr513bjERD5TaDp6bjmo?authuser=0&hl=vi&rclk=1,"C37V+C4H Trạm Thu phí Cầu 110, AH17, Ia Le, Gia Lai, Việt Nam",ChIJCaCTr513bjERD5TaDp6bjmo,7678245517869618191
Trạm Thu Phí Chư Sê,13.874158,108.008176,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+Ch%C6%B0+S%C3%AA/data=!4m7!3m6!1s0x316c27006c165c0f:0x7815f22896b9e796!8m2!3d13.8741578!4d108.0081757!16s%2Fg%2F11x6qnjphw!19sChIJD1wWbAAnbDERlue5lijyFXg?authuser=0&hl=vi&rclk=1,"V2F5+P83 Trạm Thu Phí Chư Sê, Ia Băng, Gia Lai, Việt Nam",ChIJD1wWbAAnbDERlue5lijyFXg,8653088515203655574
Trạm Thu phí Sân bay Pleiku,14.007271,108.004815,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%A2n+bay+Pleiku/data=!4m7!3m6!1s0x316c1fc4ebe6a4a7:0xda540b2d470b5baf!8m2!3d14.0072709!4d108.0048155!16s%2Fg%2F11s23zhmc8!19sChIJp6Tm68QfbDERr1sLRy0LVNo?authuser=0&hl=vi&rclk=1,"2 vũ đức cường, Thống Nhất, Gia Lai 600000, Việt Nam",ChIJp6Tm68QfbDERr1sLRy0LVNo,15732211687405345711
Trạm Thu phí Km 124+720 Quốc lộ 19,14.054720,108.329475,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Km+124%2B720+Qu%E1%BB%91c+l%E1%BB%99+19/data=!4m7!3m6!1s0x316ebb0001f56dbb:0x56111d065d58e648!8m2!3d14.05472!4d108.3294748!16s%2Fg%2F11x0q_xdgw!19sChIJu231AQC7bjERSOZYXQYdEVY?authuser=0&hl=vi&rclk=1,"Hra, Gia Lai, Việt Nam",ChIJu231AQC7bjERSOZYXQYdEVY,6201770075039000136
Trạm Thu phí Toàn Mỹ 14 (Km 1807+500),12.561158,107.822379,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+To%C3%A0n+M%E1%BB%B9+14+%28Km+1807%2B500%29/data=!4m7!3m6!1s0x31723d7d49a62fa1:0x9c3247a01095829f!8m2!3d12.561158!4d107.8223793!16s%2Fg%2F11clwlnqkc!19sChIJoS-mSX09cjERn4KVEKBHMpw?authuser=0&hl=vi&rclk=1,"HR6C+FX6 Trạm Thu phí Toàn Mỹ 14 (Km 1807+500), AH17, Đắk Mil, Lâm Đồng, Việt Nam",ChIJoS-mSX09cjERn4KVEKBHMpw,11255137171550864031
Trạm Thu phí Đắk Song,12.188389,107.637639,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+%C4%90%E1%BA%AFk+Song/data=!4m7!3m6!1s0x3173b50e4072701b:0x71e0ee2bb31561b0!8m2!3d12.1883894!4d107.6376395!16s%2Fg%2F11g9jdd5jv!19sChIJG3ByQA61czERsGEVsyvu4HE?authuser=0&hl=vi&rclk=1,"5JQQ+932 Trạm Thu phí Đắk Song, QL14, Trường Xuân, Lâm Đồng, Việt Nam",ChIJG3ByQA61czERsGEVsyvu4HE,8205820392524571056
Trạm Thu phí Cai Chanh,11.912187,107.390514,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Cai+Chanh/data=!4m7!3m6!1s0x3173a3074e16a48d:0xb547db8093c4d94a!8m2!3d11.9121874!4d107.3905139!16s%2Fg%2F11gy7fgyqd!19sChIJjaQWTgejczERStnEk4DbR7U?authuser=0&hl=vi&rclk=1,"W96R+V6C Trạm Thu phí Cai Chanh, Quảng Tín, Lâm Đồng, Việt Nam",ChIJjaQWTgejczERStnEk4DbR7U,13062650589492861258
Trạm Thu phí Bù Nho,11.727571,106.875113,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+B%C3%B9+Nho/data=!4m7!3m6!1s0x31735d0004067931:0x7902a27e6cbe0b27!8m2!3d11.7275712!4d106.8751126!16s%2Fg%2F11x0r07bk1!19sChIJMXkGBABdczERJwu-bH6iAnk?authuser=0&hl=vi&rclk=1,"PVHG+22H Trạm Thu phí Bù Nho, ĐT741, Phú Riềng, Đồng Nai, Việt Nam",ChIJMXkGBABdczERJwu-bH6iAnk,8719710492416674599
Trạm Thu phí Thuận Phú,11.577385,106.894430,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Thu%E1%BA%ADn+Ph%C3%BA/data=!4m7!3m6!1s0x31735fede04f5499:0xe17d0fd408be040f!8m2!3d11.577385!4d106.8944299!16s%2Fg%2F11dztsbsz7!19sChIJmVRP4O1fczERDwS-CNQPfeE?authuser=0&hl=vi&rclk=1,"ĐT741, Thuận Lợi, Đồng Nai, Việt Nam",ChIJmVRP4O1fczERDwS-CNQPfeE,16248160433976771599
Trạm thu phí đồng xoài,11.564096,106.953930,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+%C4%91%E1%BB%93ng+xo%C3%A0i/data=!4m7!3m6!1s0x31735d004035c6f5:0xf202d1b1cb147296!8m2!3d11.5640964!4d106.9539304!16s%2Fg%2F11xmnnyzzv!19sChIJ9cY1QABdczERlnIUy7HRAvI?authuser=0&hl=vi&rclk=1,"PVMF+H3P Trạm thu phí đồng xoài, ĐT741, Đồng Tâm, Đồng Nai, Việt Nam",ChIJ9cY1QABdczERlnIUy7HRAvI,17438731268678513302
Trạm thu phí QL14-BP,11.564076,106.953961,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+QL14-BP/data=!4m7!3m6!1s0x3173602a2c0a61e1:0xa4badaaa66676dab!8m2!3d11.5640759!4d106.9539611!16s%2Fg%2F11bw4rjnv7!19sChIJ4WEKLCpgczERq21nZqrauqQ?authuser=0&hl=vi&rclk=1,"QL14, Đồng Tâm, Đồng Nai, Việt Nam",ChIJ4WEKLCpgczERq21nZqrauqQ,11870040193285713323
Trạm thu phí Tân Lập,11.388137,106.825567,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+T%C3%A2n+L%E1%BA%ADp/data=!4m7!3m6!1s0x3174bcaeea80752f:0x90f2d4af4970423e!8m2!3d11.3881366!4d106.8255669!16s%2Fg%2F12vqky4jf!19sChIJL3WA6q68dDERPkJwSa_U8pA?authuser=0&hl=vi&rclk=1,"Xã An Bình, H.Phú Giáo, T.Bình Dương, ĐT741, Đồng Phú, Đồng Nai, Việt Nam",ChIJL3WA6q68dDERPkJwSa_U8pA,10444644335142060606
Trạm Thu Phí ĐT741,11.221833,106.725284,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+%C4%90T741/data=!4m7!3m6!1s0x3174c7ec066570e9:0x71f957b08d6184c7!8m2!3d11.2218334!4d106.7252837!16s%2Fg%2F11vf1p4v9b!19sChIJ6XBlBuzHdDERx4RhjbBX-XE?authuser=0&hl=vi&rclk=1,"6PCG+P43 Trạm Thu Phí ĐT741, ĐT741, Phước Hòa, Hồ Chí Minh, Việt Nam",ChIJ6XBlBuzHdDERx4RhjbBX-XE,8212691811284649159
Trạm Thu phí Chơn Thành,11.363849,106.627650,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Ch%C6%A1n+Th%C3%A0nh/data=!4m7!3m6!1s0x3174b22a8c01f787:0x6e7e5fec706a15ed!8m2!3d11.3638488!4d106.6276504!16s%2Fg%2F12hkzkwvk!19sChIJh_cBjCqydDER7RVqcOxffm4?authuser=0&hl=vi&rclk=1,"9J7H+G3J Trạm Thu phí Chơn Thành, Chơn Thành, Đồng Nai, Việt Nam",ChIJh_cBjCqydDER7RVqcOxffm4,7961906660340536813
Trạm Thu phí Tân Khai,11.569838,106.617318,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+T%C3%A2n+Khai/data=!4m7!3m6!1s0x3174aa1007de5f09:0xe6c7970884833633!8m2!3d11.569838!4d106.6173185!16s%2Fg%2F11b7vjkjnb!19sChIJCV_eBxCqdDERMzaDhAiXx-Y?authuser=0&hl=vi&rclk=1,"QL13, Tân Khai, Đồng Nai, Việt Nam",ChIJCV_eBxCqdDERMzaDhAiXx-Y,16629426211927569971
Trạm Thu phí Thanh Lương,11.722836,106.583221,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Thanh+L%C6%B0%C6%A1ng/data=!4m7!3m6!1s0x317352566b1731d1:0x952d7636d99090a2!8m2!3d11.7228358!4d106.5832213!16s%2Fg%2F11hcfs9kl4!19sChIJ0TEXa1ZSczERopCQ2TZ2LZU?authuser=0&hl=vi&rclk=1,"PHFM+47Q Trạm Thu phí Thanh Lương, QL13, An Lộc, Đồng Nai, Việt Nam",ChIJ0TEXa1ZSczERopCQ2TZ2LZU,10749377863553683618
Trạm Thu phí Sân bay Côn Đảo,8.730259,106.628381,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%A2n+bay+C%C3%B4n+%C4%90%E1%BA%A3o/data=!4m7!3m6!1s0x3198ab007e442047:0xaaf6df47a108312e!8m2!3d8.7302588!4d106.6283809!16s%2Fg%2F11x396df_t!19sChIJRyBEfgCrmDERLjEIoUff9qo?authuser=0&hl=vi&rclk=1,"PJJH+492 Trạm Thu phí Sân bay Côn Đảo, đảo, Côn Đảo, Hồ Chí Minh, Việt Nam",ChIJRyBEfgCrmDERLjEIoUff9qo,12319279329455911214
Trạm Thu phí Sân bay Phú Quốc,10.159664,103.997690,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%A2n+bay+Ph%C3%BA+Qu%E1%BB%91c/data=!4m7!3m6!1s0x31a78d003cc6237f:0x9c9fcca0ba6e511b!8m2!3d10.1596639!4d103.99769!16s%2Fg%2F11x394dzqs!19sChIJfyPGPACNpzERG1FuuqDMn5w?authuser=0&hl=vi&rclk=1,"5X5X+V38 Trạm Thu phí Sân bay Phú Quốc, Lối Ra Xa lộ Phú Quốc, Phú Quốc, An Giang, Việt Nam",ChIJfyPGPACNpzERG1FuuqDMn5w,11285964181908377883
Trạm Thu phí Sân bay Thọ Xuân,19.892215,105.473591,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+S%C3%A2n+bay+Th%E1%BB%8D+Xu%C3%A2n/data=!4m7!3m6!1s0x3136e9004fb3362b:0xab23285b764c45a8!8m2!3d19.8922155!4d105.4735914!16s%2Fg%2F11mc_2gd85!19sChIJKzazTwDpNjERqEVMdlsoI6s?authuser=0&hl=vi&rclk=1,"VFRF+VCP Trạm Thu phí Sân bay Thọ Xuân, Xuân Hòa, Thanh Hóa, Việt Nam",ChIJKzazTwDpNjERqEVMdlsoI6s,12331744577962395048
Trạm Thu phí Cẩm Vân,20.107342,105.543360,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+C%E1%BA%A9m+V%C3%A2n/data=!4m7!3m6!1s0x3136932c14ecad8b:0x1422b7de5cb0e719!8m2!3d20.1073416!4d105.54336!16s%2Fg%2F11nh4d2y31!19sChIJi63sFCyTNjERGeewXN63IhQ?authuser=0&hl=vi&rclk=1,"4G4V+W8Q Trạm Thu phí Cẩm Vân, Cầu phao Cẩm Vân, Cẩm Vân, Thanh Hóa, Việt Nam",ChIJi63sFCyTNjERGeewXN63IhQ,1450924195632441113
Trạm thu phí Cầu treo,20.236518,105.378554,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+C%E1%BA%A7u+treo/data=!4m7!3m6!1s0x3136a2c19dc4e7a5:0xc36ac90c338551ca!8m2!3d20.236518!4d105.3785539!16s%2Fg%2F11jsjkmlxm!19sChIJpefEncGiNjERylGFMwzJasM?authuser=0&hl=vi&rclk=1,"Cầu treo Cẩm Lương, Cẩm Thạch, Thanh Hóa, Việt Nam",ChIJpefEncGiNjERylGFMwzJasM,14081288239168442826
Trạm Thu Phí Xuân Mai Hòa Bình,20.864088,105.335372,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+Ph%C3%AD+Xu%C3%A2n+Mai+H%C3%B2a+B%C3%ACnh/data=!4m7!3m6!1s0x313445007d327e37:0x5b47d1450363330e!8m2!3d20.864088!4d105.3353725!16s%2Fg%2F11zhx2jrb1!19sChIJN34yfQBFNDERDjNjA0XRR1s?authuser=0&hl=vi&rclk=1,"V87P+J4Q Trạm Thu Phí Xuân Mai Hòa Bình, Tk4, Tân Hòa, Phú Thọ, Việt Nam",ChIJN34yfQBFNDERDjNjA0XRR1s,6577455875137680142
Trạm thu phí đường Hòa Lạc - Hòa Bình,20.965148,105.397958,https://www.google.com/maps/place/Tra%CC%A3m+thu+phi%CC%81+%C4%91%C6%B0%C6%A1%CC%80ng+H%C3%B2a+La%CC%A3c+-+H%C3%B2a+Bi%CC%80nh/data=!4m7!3m6!1s0x3134670e534e2239:0x2e82b38ed3a7312e!8m2!3d20.9651479!4d105.3979576!16s%2Fg%2F11h01t634c!19sChIJOSJOUw5nNDERLjGn046zgi4?authuser=0&hl=vi&rclk=1,"Hòa Bình, Việt Nam",ChIJOSJOUw5nNDERLjGn046zgi4,3351438498734747950
Trạm thu phí Xuân Mai - Hòa Bình,20.870306,105.513575,https://www.google.com/maps/place/Tr%E1%BA%A1m+thu+ph%C3%AD+Xu%C3%A2n+Mai+-+H%C3%B2a+B%C3%ACnh/data=!4m7!3m6!1s0x313445381aaa7d43:0x55caab985c2053a8!8m2!3d20.8703058!4d105.5135751!16s%2Fg%2F11vhcc0vy7!19sChIJQ32qGjhFNDERqFMgXJirylU?authuser=0&hl=vi&rclk=1,"Trạm thu phí QL 6 Xuân Mai - Hòa Bình, QL6, Lương Sơn, Phú Thọ, Việt Nam",ChIJQ32qGjhFNDERqFMgXJirylU,6181942109388428200
Trạm Thu phí Tam Nông,21.243318,105.326014,https://www.google.com/maps/place/Tr%E1%BA%A1m+Thu+ph%C3%AD+Tam+N%C3%B4ng/data=!4m7!3m6!1s0x31348c0816a298f9:0xb237504939c3d56e!8m2!3d21.2433177!4d105.3260139!16s%2Fg%2F11g8pdhrsq!19sChIJ-ZiiFgiMNDERbtXDOUlQN7I?authuser=0&hl=vi&rclk=1,"68VG+8CC Trạm Thu phí Tam Nông, Tam Nông, Phú Thọ, Việt Nam",ChIJ-ZiiFgiMNDERbtXDOUlQN7I,12841821137902228846
